Program,Census Tract,Geography Type,CBSA Title,County Name,State Name,Tract Income Level,Tract Median Family Income as Percent of MSA Median Family Income,Tract Population,Place/Neighborhood,Federal Reserve District,Year,Amount
SBA 7A,13063040530,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Clayton County, GA",Georgia,Middle,0.9564,4238,"Riverdale, GA",6,2019,427499
CRA Small Business,13063040633,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Clayton County, GA",Georgia,Moderate,0.7662,3313,"Jonesboro, GA",6,2019,963855
CRA Small Business,13063040523,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Clayton County, GA",Georgia,Moderate,0.5142,2428,"Riverdale, GA",6,2019,1973339
SBA 7A,13065970100,Rural,NA,"Clinch County, GA",Georgia,Middle,0.8927,5118,"Homerville, GA",6,2019,6583500
CRA Small Business,13065970100,Rural,NA,"Clinch County, GA",Georgia,Middle,0.8927,5118,"Homerville, GA",6,2019,1601699
CRA Small Business,13065970200,Rural,NA,"Clinch County, GA",Georgia,Middle,1.0787,1631,"Homerville, GA",6,2019,194939
SBA 7A,13067031319,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cobb County, GA",Georgia,Low,0.4566,5260,"Austell, GA",6,2019,158175
SBA 7A,13067030358,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cobb County, GA",Georgia,Upper,1.2233,3952,"Marietta, GA",6,2019,4389852
SBA 7A,13067030334,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cobb County, GA",Georgia,Upper,1.5814,3561,"Marietta, GA",6,2019,1633732
CRA Small Business,13067030354,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Cobb County, GA",Georgia,Upper,1.8736,4755,"Marietta, GA",6,2019,12732237
